test,style,doors,production_date,engine_displacement,engine_power,mileage,owners,price,has_steptronic,has_xdrive,offroad,cabriolet,compact,coupe,coupe_hard,liftback,roadster,sedan,estate,hatchback,main_color,other_color,gasoline,gasoline_gas,hybrid,diesel,electro,years_in_use,AT,MT,AM,tax,tax_per_horse,mileage_per_day,RWD,FWD,AWD,left,right
0,92,5,1992,2.0,150.0,285000.0,3.0,115000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28,0.0,1.0,0.0,5250.0,35,27.886497064579256,1.0,0.0,0.0,1.0,0.0
0,92,4,1992,2.0,150.0,205000.0,1.0,115000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28,0.0,1.0,0.0,5250.0,35,20.058708414872797,1.0,0.0,0.0,1.0,0.0
0,42,4,1992,1.6,100.0,300000.0,3.0,119000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,28,1.0,0.0,0.0,1200.0,12,29.354207436399218,1.0,0.0,0.0,1.0,0.0
0,92,5,1995,2.0,150.0,330000.0,3.0,120000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25,0.0,1.0,0.0,5250.0,35,36.16438356164384,1.0,0.0,0.0,1.0,0.0
0,92,4,1989,2.0,129.0,220000.0,3.0,120000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,31,0.0,1.0,0.0,4515.0,35,19.44321696862572,1.0,0.0,0.0,1.0,0.0
0,44,4,1987,1.8,105.0,100000.0,3.0,120000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0.0,1.0,0.0,2625.0,25,8.302200083022,1.0,0.0,0.0,1.0,0.0
0,42,5,1994,1.6,102.0,345960.0,3.0,120000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26,0.0,1.0,0.0,2550.0,25,36.45521601685985,1.0,0.0,0.0,1.0,0.0
0,92,4,1992,2.0,150.0,200000.0,3.0,120000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28,0.0,1.0,0.0,5250.0,35,19.569471624266146,1.0,0.0,0.0,1.0,0.0
0,92,4,1995,2.0,150.0,400000.0,3.0,120000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25,0.0,1.0,0.0,5250.0,35,43.83561643835616,1.0,0.0,0.0,1.0,0.0
0,133,4,1989,3.0,188.0,300000.0,3.0,120000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,31,1.0,0.0,0.0,9400.0,50,26.513477684489615,1.0,0.0,0.0,1.0,0.0
0,98,4,1988,2.5,170.0,200000.0,3.0,120000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32,1.0,0.0,0.0,7650.0,45,17.123287671232877,1.0,0.0,0.0,1.0,0.0
0,98,4,1991,2.5,192.0,365000.0,3.0,115000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0.0,1.0,0.0,9600.0,50,34.48275862068966,1.0,0.0,0.0,1.0,0.0
0,92,4,1991,2.0,129.0,500000.0,3.0,125000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0.0,1.0,0.0,4515.0,35,47.23665564478035,1.0,0.0,0.0,1.0,0.0
0,44,4,1993,1.8,113.0,244000.0,3.0,129000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27,0.0,1.0,0.0,2825.0,25,24.75900558092339,1.0,0.0,0.0,1.0,0.0
0,47,2,1988,2.0,129.0,120000.0,3.0,130000.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32,0.0,1.0,0.0,4515.0,35,10.273972602739725,1.0,0.0,0.0,1.0,0.0
0,136,4,1991,3.4,211.0,300000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29,1.0,0.0,0.0,13715.0,65,28.34199338686821,1.0,0.0,0.0,1.0,0.0
0,92,5,1993,2.0,150.0,367000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27,0.0,1.0,0.0,5250.0,35,37.23997970573313,1.0,0.0,0.0,1.0,0.0
0,92,4,1991,2.0,150.0,350000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0.0,1.0,0.0,5250.0,35,33.065658951346244,1.0,0.0,0.0,1.0,0.0
0,44,5,1997,1.8,115.0,390000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23,0.0,1.0,0.0,2875.0,25,46.45622394282311,1.0,0.0,0.0,1.0,0.0
0,92,4,1998,2.0,150.0,400000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22,0.0,1.0,0.0,5250.0,35,49.813200498132005,1.0,0.0,0.0,1.0,0.0
0,133,4,1992,3.0,218.0,450000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,28,0.0,1.0,0.0,14170.0,65,44.031311154598825,1.0,0.0,0.0,1.0,0.0
0,42,5,1993,1.6,102.0,480000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27,0.0,1.0,0.0,2550.0,25,48.7062404870624,1.0,0.0,0.0,1.0,0.0
0,92,4,1990,2.0,150.0,666666.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,5250.0,35,60.882739726027395,1.0,0.0,0.0,1.0,0.0
0,92,4,1994,2.0,150.0,360000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26,1.0,0.0,0.0,5250.0,35,37.93466807165437,1.0,0.0,0.0,1.0,0.0
0,42,3,1995,1.6,102.0,400000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25,0.0,1.0,0.0,2550.0,25,43.83561643835616,1.0,0.0,0.0,1.0,0.0
0,93,4,1997,2.5,170.0,200000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23,1.0,0.0,0.0,7650.0,45,23.823704586063133,1.0,0.0,0.0,1.0,0.0
0,42,3,1996,1.6,102.0,266292.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24,0.0,1.0,0.0,2550.0,25,30.398630136986302,1.0,0.0,0.0,1.0,0.0
0,92,5,1993,2.0,150.0,300000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27,1.0,0.0,0.0,5250.0,35,30.441400304414003,1.0,0.0,0.0,1.0,0.0
0,97,5,1998,2.5,143.0,466017.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22,0.0,1.0,0.0,5005.0,35,58.034495641344954,1.0,0.0,0.0,1.0,0.0
0,92,5,1995,2.0,150.0,420000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25,0.0,1.0,0.0,5250.0,35,46.02739726027397,1.0,0.0,0.0,1.0,0.0
0,102,5,1996,2.8,193.0,570000.0,3.0,130000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0.0,1.0,0.0,9650.0,50,65.06849315068493,1.0,0.0,0.0,1.0,0.0
0,98,4,1990,2.5,192.0,415000.0,2.0,135000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,9600.0,50,37.89954337899543,1.0,0.0,0.0,1.0,0.0
0,47,4,1994,2.0,150.0,460000.0,3.0,135000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26,0.0,1.0,0.0,5250.0,35,48.472075869336145,1.0,0.0,0.0,1.0,0.0
0,92,4,1990,2.0,150.0,370000.0,3.0,135000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,5250.0,35,33.789954337899545,1.0,0.0,0.0,1.0,0.0
0,133,4,1992,3.0,188.0,300000.0,3.0,135000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28,0.0,1.0,0.0,9400.0,50,29.354207436399218,1.0,0.0,0.0,1.0,0.0
0,44,4,1987,1.8,105.0,555555.0,3.0,135000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0.0,1.0,0.0,2625.0,25,46.12328767123287,1.0,0.0,0.0,1.0,0.0
0,98,4,1995,2.5,192.0,500000.0,3.0,140000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25,0.0,1.0,0.0,9600.0,50,54.794520547945204,1.0,0.0,0.0,1.0,0.0
0,93,4,1997,2.5,170.0,400000.0,3.0,140000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23,0.0,1.0,0.0,7650.0,45,47.64740917212627,1.0,0.0,0.0,1.0,0.0
0,92,4,1991,2.0,150.0,230000.0,3.0,140000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29,0.0,1.0,0.0,5250.0,35,21.72886159659896,1.0,0.0,0.0,1.0,0.0
0,133,4,1994,3.0,218.0,340000.0,3.0,140000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26,1.0,0.0,0.0,14170.0,65,35.82718651211802,1.0,0.0,0.0,1.0,0.0
0,92,4,1991,2.0,150.0,120000.0,3.0,140000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29,0.0,1.0,0.0,5250.0,35,11.336797354747285,1.0,0.0,0.0,1.0,0.0
0,92,4,1991,2.0,150.0,488000.0,3.0,140000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0.0,1.0,0.0,5250.0,35,46.10297590930562,1.0,0.0,0.0,1.0,0.0
0,136,4,1990,3.4,211.0,346728.0,3.0,140000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,13715.0,65,31.664657534246576,1.0,0.0,0.0,1.0,0.0
0,92,4,1990,2.0,150.0,400000.0,3.0,140000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,5250.0,35,36.529680365296805,1.0,0.0,0.0,1.0,0.0
0,133,4,1989,3.0,188.0,400000.0,3.0,144000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31,1.0,0.0,0.0,9400.0,50,35.351303579319485,1.0,0.0,0.0,1.0,0.0
0,47,4,1991,2.0,150.0,307000.0,3.0,145000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0.0,1.0,0.0,5250.0,35,29.003306565895134,1.0,0.0,0.0,1.0,0.0
0,49,3,1998,2.5,170.0,257000.0,3.0,145000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22,1.0,0.0,0.0,7650.0,45,32.004981320049815,1.0,0.0,0.0,1.0,0.0
0,42,4,1991,1.6,100.0,200000.0,3.0,148000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29,1.0,0.0,0.0,1200.0,12,18.894662257912138,1.0,0.0,0.0,1.0,0.0
0,92,4,1997,2.0,150.0,401613.0,2.0,148000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23,0.0,1.0,0.0,5250.0,35,47.839547349612864,1.0,0.0,0.0,1.0,0.0
0,47,4,1993,2.0,150.0,199000.0,3.0,149999.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27,0.0,1.0,0.0,5250.0,35,20.19279553526129,1.0,0.0,0.0,1.0,0.0
0,92,4,1994,2.0,150.0,300000.0,3.0,150000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26,0.0,1.0,0.0,5250.0,35,31.612223393045312,1.0,0.0,0.0,1.0,0.0
