,ID,test,style,body,color,fuel,model_date,doors,production_date,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,condition,owners,vehicle_title,model,generation,generation1,restyling,age,mileage_per_day,price
17,avto225,0,316i,седан,красный,бензин,1990,4,1993,механическая,1.6,100,329000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,3,E36,0,27,33.38406900050736,215000
18,avto3200,0,2.0,седан,оранжевый,бензин,1966,2,1972,механическая,2.0,101,117000,задний,Левый,Не требует ремонта,1,Оригинал,02,1,E10,0,48,6.678082191780822,1000000
19,avto3,0,316i,седан,серый,бензин,1990,4,1992,механическая,1.6,102,300000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,3,E36,0,28,29.354207436399218,68000
20,avto189,0,316i,купе,синий,бензин,1990,2,1993,механическая,1.6,102,333333,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,27,33.82374429223744,200000
21,avto73,0,316i,седан,чёрный,бензин,1990,4,1993,механическая,1.6,102,480000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,27,48.7062404870624,130000
22,avto259,0,316i,седан,чёрный,бензин,1990,4,1993,механическая,1.6,102,360000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,27,36.529680365296805,220000
23,avto426,0,316i,седан,красный,бензин,1990,4,1993,механическая,1.6,102,256000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,27,25.976661593099948,293500
24,avto40,0,316i,хэтчбек,синий,бензин,1990,3,1994,механическая,1.6,102,333333,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,3,E36,0,26,35.12465753424657,110000
25,avto56,0,316i,седан,серый,бензин,1990,4,1994,механическая,1.6,102,345960,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,26,36.45521601685985,120000
26,avto22,0,316i,хэтчбек,красный,бензин,1990,3,1995,механическая,1.6,102,376000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,3,E36,0,25,41.205479452054796,99900
27,avto77,0,316i,хэтчбек,синий,бензин,1990,3,1995,механическая,1.6,102,400000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,25,43.83561643835616,130000
28,avto130,0,316i,хэтчбек,белый,бензин,1990,3,1995,механическая,1.6,102,300000,задний,Левый,Не требует ремонта,2,Дубликат,3 серия,3,E36,0,25,32.87671232876713,165000
29,avto269,0,316i,хэтчбек,белый,бензин,1990,3,1996,механическая,1.6,102,260000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,24,29.680365296803654,230000
30,avto109,0,316i,седан,синий,бензин,1990,4,1997,механическая,1.6,102,165000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,23,19.654556283502085,150000
31,avto205,0,316i,седан,синий,бензин,1990,4,1997,механическая,1.6,102,100000,задний,Левый,Не требует ремонта,1,Оригинал,3 серия,3,E36,0,23,11.911852293031567,200000
32,avto12,0,316i,хэтчбек,зелёный,бензин,1990,3,1998,механическая,1.6,102,281000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,3,E36,0,22,34.99377334993773,80000
33,avto264,0,316i,хэтчбек,чёрный,бензин,1990,3,1998,механическая,1.6,102,328000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,22,40.846824408468244,225000
34,avto335,0,318i,седан,красный,бензин,1982,4,1985,механическая,1.8,102,223666,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,2,E30,0,35,17.508101761252448,250000
35,avto35,0,318i,седан,белый,бензин,1982,4,1986,механическая,1.8,102,368000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,2,E30,0,34,29.653505237711524,100000
36,avto1092,0,318i,седан,чёрный,бензин,1982,4,1986,механическая,1.8,102,250000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,2,E30,0,34,20.1450443190975,495000
37,avto309,0,316i,седан,белый,бензин,1982,4,1987,механическая,1.8,102,150000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,2,E30,0,33,12.453300124533001,250000
38,avto571,0,316i,седан,чёрный,бензин,2001,4,2001,автоматическая,1.6,105,300000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,4,E46,1,19,43.25883201153569,350000
39,avto301,0,316i,купе,золотистый,бензин,1998,2,2002,механическая,1.6,105,330000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,4,E46,0,18,50.22831050228311,240000
40,avto429,0,518,седан,серый,бензин,1981,4,1987,механическая,1.8,105,200000,задний,Левый,Не требует ремонта,3,Оригинал,5 серия,2,E28,0,33,16.604400166044,295000
41,avto90,0,318i,седан,белый,бензин,1982,4,1987,механическая,1.8,105,555555,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,2,E30,0,33,46.12328767123287,135000
42,avto14,0,316i,хэтчбек,синий,бензин,1990,3,1999,механическая,1.9,105,250000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,21,32.615786040443574,85000
43,avto186,0,316i,хэтчбек,жёлтый,бензин,1990,3,1999,автоматическая,1.9,105,289429,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,21,37.75981735159817,200000
44,avto216,0,316i,седан,зелёный,бензин,1998,4,1999,механическая,1.9,105,340000,задний,Левый,Не требует ремонта,2,Оригинал,3 серия,4,E46,0,21,44.35746901500326,210000
45,avto273,0,316i,седан,чёрный,бензин,1998,4,1999,механическая,1.9,105,280000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,4,E46,0,21,36.529680365296805,230000
46,avto337,0,316i,седан,чёрный,бензин,1998,4,1999,механическая,1.9,105,440000,задний,Левый,Не требует ремонта,2,Оригинал,3 серия,4,E46,0,21,57.40378343118069,250000
47,avto347,0,316i,седан,серебристый,бензин,1998,4,1999,механическая,1.9,105,396000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,4,E46,0,21,51.663405088062625,255000
48,avto416,0,316i,седан,зелёный,бензин,1998,4,1999,автоматическая,1.9,105,500000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,4,E46,0,21,65.23157208088715,290000
49,avto132,0,316i,хэтчбек,серебристый,бензин,1990,3,2000,механическая,1.9,105,182000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,20,24.931506849315067,170000
50,avto369,0,316i,седан,чёрный,бензин,1998,4,2000,механическая,1.9,105,278000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,4,E46,0,20,38.082191780821915,270000
51,avto544,0,316i,седан,серебристый,бензин,1998,4,2001,автоматическая,1.9,105,395000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,4,E46,0,19,56.95746214852199,350000
52,avto391,0,316i,седан,синий,бензин,2001,4,2001,механическая,1.9,105,160000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,4,E46,1,19,23.071377072819033,280000
53,avto13,0,518,седан,красный,бензин,1972,4,1975,механическая,2.0,109,88000,задний,Левый,Не требует ремонта,3,Оригинал,5 серия,1,E12,0,45,5.357686453576864,83000
54,avto1225,0,318i,седан,пурпурный,бензин,1982,4,1988,механическая,1.8,113,50900,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,2,E30,0,32,4.357876712328767,520000
55,avto283,0,318i,универсал,белый,бензин,1982,5,1989,механическая,1.8,113,255000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,2,E30,0,31,22.536456031816172,235000
56,avto45,0,518i,седан,серый,бензин,1987,4,1990,механическая,1.8,113,250000,задний,Левый,Не требует ремонта,3,Оригинал,5 серия,3,E34,0,30,22.831050228310502,110000
57,avto32,0,318i,универсал,белый,бензин,1982,5,1990,механическая,1.8,113,200000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,2,E30,0,30,18.264840182648403,100000
58,avto61,0,518i,седан,белый,бензин,1987,4,1991,механическая,1.8,113,525000,задний,Левый,Не требует ремонта,3,Оригинал,5 серия,3,E34,0,29,49.59848842701937,120000
59,avto50,0,318i,седан,чёрный,бензин,1990,4,1991,механическая,1.8,113,200000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,29,18.894662257912138,115000
60,avto100,0,318i,седан,синий,бензин,1990,4,1991,механическая,1.8,113,205000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,29,19.367028814359944,150000
61,avto107,0,318i,седан,золотистый,бензин,1990,4,1991,механическая,1.8,113,310000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,29,29.286726499763816,150000
62,avto1055,0,318i,седан,красный,бензин,1990,4,1991,механическая,1.8,113,285000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,3,E36,0,29,26.9248937175248,488888
63,avto34,0,318i,седан,синий,бензин,1990,4,1992,механическая,1.8,113,220000,задний,Левый,Не требует ремонта,1,Оригинал,3 серия,3,E36,0,28,21.52641878669276,100000
64,avto44,0,318i,седан,зелёный,бензин,1990,4,1992,механическая,1.8,113,320000,задний,Левый,Не требует ремонта,3,Дубликат,3 серия,3,E36,0,28,31.31115459882583,110000
65,avto354,0,318i,универсал,красный,бензин,1982,5,1992,механическая,1.8,113,250000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,2,E30,0,28,24.461839530332682,260000
66,avto1960,0,318i,кабриолет,фиолетовый,бензин,1982,2,1993,механическая,1.8,113,195000,задний,Левый,Не требует ремонта,2,Оригинал,3 серия,2,E30,0,27,19.7869101978691,699999
67,avto235,0,518i,седан,белый,бензин,1987,4,1993,механическая,1.8,113,300000,задний,Левый,Не требует ремонта,3,Дубликат,5 серия,3,E34,0,27,30.441400304414003,215000
68,avto64,0,318i,седан,красный,бензин,1990,4,1993,механическая,1.8,113,244000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,27,24.75900558092339,129000
69,avto104,0,318i,седан,красный,бензин,1990,4,1993,автоматическая,1.8,113,253000,задний,Левый,Не требует ремонта,3,Оригинал,3 серия,3,E36,0,27,25.67224759005581,150000
70,avto140,0,518i,седан,чёрный,бензин,1987,4,1994,механическая,1.8,113,400000,задний,Левый,Не требует ремонта,3,Дубликат,5 серия,3,E34,0,26,42.14963119072708,170000
71,avto622,0,116i,хэтчбек,серый,бензин,2004,5,2005,механическая,1.6,115,223000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,0,15,40.730593607305934,370000
72,avto635,0,116i,хэтчбек,чёрный,бензин,2004,5,2005,механическая,1.6,115,195000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,0,15,35.61643835616438,370000
73,avto414,0,116i,хэтчбек,серый,бензин,2004,5,2006,механическая,1.6,115,190000,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,0,14,37.18199608610568,290000
74,avto674,0,116i,хэтчбек,чёрный,бензин,2007,5,2007,механическая,1.6,115,176000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,13,37.09167544783983,385000
75,avto644,0,116i,хэтчбек,чёрный,бензин,2007,3,2008,автоматическая,1.6,115,178000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,40.63926940639269,375000
76,avto712,0,116i,хэтчбек,чёрный,бензин,2007,3,2008,автоматическая,1.6,115,184500,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,12,42.12328767123287,400000
77,avto714,0,116i,хэтчбек,белый,бензин,2007,3,2008,автоматическая,1.6,115,172000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,12,39.269406392694066,400000
78,avto842,0,116i,хэтчбек,чёрный,бензин,2007,3,2008,автоматическая,1.6,115,141788,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,12,32.37168949771689,439000
79,avto1281,0,116i,хэтчбек,чёрный,бензин,2007,3,2008,автоматическая,1.6,115,133000,задний,Левый,Не требует ремонта,1,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,30.365296803652967,530000
80,avto570,0,116i,хэтчбек,красный,бензин,2007,5,2008,автоматическая,1.6,115,110000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,12,25.114155251141554,350000
81,avto588,0,116i,хэтчбек,белый,бензин,2007,5,2008,автоматическая,1.6,115,242000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,55.25114155251141,360000
82,avto604,0,116i,хэтчбек,синий,бензин,2007,5,2008,механическая,1.6,115,198000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,45.205479452054796,370000
83,avto730,0,116i,хэтчбек,чёрный,бензин,2007,5,2008,автоматическая,1.6,115,133000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,30.365296803652967,400000
84,avto737,0,116i,хэтчбек,чёрный,бензин,2007,5,2008,автоматическая,1.6,115,185000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,12,42.23744292237443,400000
85,avto769,0,116i,хэтчбек,чёрный,бензин,2007,5,2008,автоматическая,1.6,115,188000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,42.922374429223744,415000
86,avto772,0,116i,хэтчбек,белый,бензин,2007,5,2008,автоматическая,1.6,115,109968,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,25.106849315068494,419150
87,avto776,0,116i,хэтчбек,чёрный,бензин,2007,5,2008,автоматическая,1.6,115,160000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,36.529680365296805,420000
88,avto790,0,116i,хэтчбек,чёрный,бензин,2007,5,2008,автоматическая,1.6,115,265819,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,60.6892694063927,420000
89,avto821,0,116i,хэтчбек,чёрный,бензин,2007,5,2008,автоматическая,1.6,115,90000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,20.54794520547945,430000
90,avto859,0,116i,хэтчбек,чёрный,бензин,2007,5,2008,автоматическая,1.6,115,158339,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,12,36.150456621004565,445000
91,avto862,0,116i,хэтчбек,красный,бензин,2007,5,2008,автоматическая,1.6,115,92000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,12,21.004566210045663,449000
92,avto944,0,116i,хэтчбек,чёрный,бензин,2007,5,2008,автоматическая,1.6,115,119300,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,27.23744292237443,455000
93,avto978,0,116i,хэтчбек,чёрный,бензин,2007,5,2008,автоматическая,1.6,115,109000,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,24.885844748858446,465000
94,avto992,0,116i,хэтчбек,красный,бензин,2007,5,2008,автоматическая,1.6,115,270000,задний,Левый,Не требует ремонта,1,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,61.64383561643836,470000
95,avto1024,0,116i,хэтчбек,белый,бензин,2007,5,2008,автоматическая,1.6,115,150000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,34.24657534246575,480000
96,avto1075,0,116i,хэтчбек,чёрный,бензин,2007,5,2008,автоматическая,1.6,115,175000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,12,39.954337899543376,490000
97,avto835,0,116i,хэтчбек,красный,бензин,2007,3,2009,автоматическая,1.6,115,104000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,25.902864259028643,435000
98,avto1038,0,116i,хэтчбек,чёрный,бензин,2007,3,2009,автоматическая,1.6,115,135000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,33.623910336239106,480000
99,avto641,0,116i,хэтчбек,красный,бензин,2007,5,2009,автоматическая,1.6,115,155000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,38.605230386052305,375000
100,avto718,0,116i,хэтчбек,чёрный,бензин,2007,5,2009,автоматическая,1.6,115,170000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,11,42.3412204234122,400000
101,avto794,0,116i,хэтчбек,белый,бензин,2007,5,2009,автоматическая,1.6,115,182000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,45.33001245330013,420000
102,avto805,0,116i,хэтчбек,белый,бензин,2007,5,2009,автоматическая,1.6,115,175000,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,43.586550435865504,425000
103,avto822,0,116i,хэтчбек,белый,бензин,2007,5,2009,автоматическая,1.6,115,195000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,48.567870485678704,430000
104,avto864,0,116i,хэтчбек,белый,бензин,2007,5,2009,автоматическая,1.6,115,250000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,62.266500622665006,449000
105,avto914,0,116i,хэтчбек,чёрный,бензин,2007,5,2009,автоматическая,1.6,115,110000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,27.397260273972602,450000
106,avto917,0,116i,хэтчбек,чёрный,бензин,2007,5,2009,автоматическая,1.6,115,112000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,27.895392278953924,450000
107,avto949,0,116i,хэтчбек,чёрный,бензин,2007,5,2009,автоматическая,1.6,115,151000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,11,37.60896637608966,459000
108,avto967,0,116i,хэтчбек,чёрный,бензин,2007,5,2009,автоматическая,1.6,115,165000,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,41.0958904109589,460000
109,avto981,0,116i,хэтчбек,красный,бензин,2007,5,2009,автоматическая,1.6,115,193951,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,48.306600249066,469000
110,avto982,0,116i,хэтчбек,белый,бензин,2007,5,2009,автоматическая,1.6,115,160000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,11,39.85056039850561,470000
111,avto1053,0,116i,хэтчбек,чёрный,бензин,2007,5,2009,автоматическая,1.6,115,181200,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,45.1307596513076,485000
112,avto1087,0,116i,хэтчбек,красный,бензин,2007,5,2009,автоматическая,1.6,115,90663,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,22.58107098381071,491000
113,avto1181,0,116i,хэтчбек,чёрный,бензин,2007,5,2009,автоматическая,1.6,115,157685,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,39.273972602739725,505000
114,avto1345,0,116i,хэтчбек,белый,бензин,2007,5,2009,автоматическая,1.6,115,94000,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,11,23.412204234122044,550000
115,avto603,0,116i,хэтчбек,белый,бензин,2007,3,2010,автоматическая,1.6,115,173000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,47.397260273972606,365000
116,avto680,0,116i,хэтчбек,белый,бензин,2007,3,2010,автоматическая,1.6,115,270000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,73.97260273972603,390000
117,avto818,0,116i,хэтчбек,белый,бензин,2007,3,2010,автоматическая,1.6,115,96000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,26.301369863013697,430000
118,avto852,0,116i,хэтчбек,чёрный,бензин,2007,3,2010,автоматическая,1.6,115,170000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,10,46.57534246575342,440000
119,avto899,0,116i,хэтчбек,белый,бензин,2007,3,2010,автоматическая,1.6,115,170000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,10,46.57534246575342,450000
120,avto923,0,116i,хэтчбек,чёрный,бензин,2007,3,2010,автоматическая,1.6,115,109000,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,29.863013698630137,450000
121,avto947,0,116i,хэтчбек,красный,бензин,2007,3,2010,автоматическая,1.6,115,101740,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,27.873972602739727,457900
122,avto989,0,116i,хэтчбек,белый,бензин,2007,3,2010,автоматическая,1.6,115,110000,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,30.136986301369863,470000
123,avto1017,0,116i,хэтчбек,чёрный,бензин,2007,3,2010,автоматическая,1.6,115,184984,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,50.68054794520548,479000
124,avto1107,0,116i,хэтчбек,белый,бензин,2007,3,2010,автоматическая,1.6,115,184000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,50.41095890410959,500000
125,avto1144,0,116i,хэтчбек,белый,бензин,2007,3,2010,автоматическая,1.6,115,110000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,30.136986301369863,500000
126,avto1185,0,116i,хэтчбек,белый,бензин,2007,3,2010,автоматическая,1.6,115,128313,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,35.15424657534246,505000
127,avto1205,0,116i,хэтчбек,белый,бензин,2007,3,2010,автоматическая,1.6,115,91150,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,24.972602739726028,510000
128,avto1218,0,116i,хэтчбек,белый,бензин,2007,3,2010,автоматическая,1.6,115,142000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,38.9041095890411,515000
129,avto1395,0,116i,хэтчбек,чёрный,бензин,2007,3,2010,автоматическая,1.6,115,185000,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,50.68493150684932,550000
130,avto668,0,116i,хэтчбек,чёрный,бензин,2007,5,2010,автоматическая,1.6,115,155000,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,10,42.465753424657535,385000
131,avto770,0,116i,хэтчбек,чёрный,бензин,2007,5,2010,автоматическая,1.6,115,118000,задний,Левый,Не требует ремонта,2,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,32.32876712328767,419000
132,avto787,0,116i,хэтчбек,чёрный,бензин,2007,5,2010,автоматическая,1.6,115,120000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,32.87671232876713,420000
133,avto851,0,116i,хэтчбек,чёрный,бензин,2007,5,2010,автоматическая,1.6,115,158000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,43.28767123287671,440000
134,avto879,0,116i,хэтчбек,чёрный,бензин,2007,5,2010,автоматическая,1.6,115,150000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,41.0958904109589,450000
135,avto880,0,116i,хэтчбек,белый,бензин,2007,5,2010,автоматическая,1.6,115,140000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,38.35616438356164,450000
136,avto894,0,116i,хэтчбек,белый,бензин,2007,5,2010,автоматическая,1.6,115,168000,задний,Левый,Не требует ремонта,3,Оригинал,1 серия,1,E81/E82/E87/E88,1,10,46.02739726027397,450000
137,avto898,0,116i,хэтчбек,чёрный,бензин,2007,5,2010,автоматическая,1.6,115,98500,задний,Левый,Не требует ремонта,3,Дубликат,1 серия,1,E81/E82/E87/E88,1,10,26.986301369863014,450000
